message,severity,attributes,tags,timestamp
1:M 20 Apr 2026 06:30:50.449 * Module 'timeseries' loaded from /usr/local/lib/redis/modules//redistimeseries.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:54.217948943Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Created new data type 'ReJSON-RL',info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:54.217956031Z
"1:M 20 Apr 2026 06:30:50.449 * <timeseries> RedisTimeSeries version 80200, git_sha=1439d4a439ca9c063e6ef124a510abff09a5d493",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:54.218000315Z
1:M 20 Apr 2026 06:30:50.449 * <timeseries> Redis version found by RedisTimeSeries : 8.2.1 - oss,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:54.218005273Z
1:M 20 Apr 2026 06:30:50.449 * <timeseries> Registering configuration options: [,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:54.218009907Z
1:M 20 Apr 2026 06:30:50.449 * <timeseries> 	{ ts-compaction-policy   :              },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:54.218014436Z
1:M 20 Apr 2026 06:30:50.452 * RDB memory usage when created 0.99 Mb,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.223967556Z
1:signal-handler (1776666648) Received SIGTERM scheduling shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:30:55.223982450Z
"1:M 20 Apr 2026 06:30:50.452 * Done loading RDB, keys loaded: 0, keys expired: 0.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.223985510Z
1:M 20 Apr 2026 06:30:48.102 * User requested shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:30:55.223987863Z
1:M 20 Apr 2026 06:30:48.102 * Saving the final RDB snapshot before exiting.,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:30:55.223993903Z
1:M 20 Apr 2026 06:30:50.452 * <search> Disabled workers threadpool of size 4,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.223995692Z
1:M 20 Apr 2026 06:30:48.125 * DB saved on disk,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:30:55.224001139Z
"1:M 20 Apr 2026 06:30:48.125 # Redis is now ready to exit, bye bye...",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:30:55.224005845Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> version: 80200 git sha: unknown branch: unknown,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224012461Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Exported RedisJSON_V1 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224017037Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Exported RedisJSON_V3 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224029208Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Exported RedisJSON_V2 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224030859Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Exported RedisJSON_V4 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224041293Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Exported RedisJSON_V5 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224051399Z
1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Enabled diskless replication,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224066876Z
"1:M 20 Apr 2026 06:30:50.450 * <ReJSON> Initialized shared string cache, thread safe: false.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224076287Z
1:M 20 Apr 2026 06:30:50.450 * Module 'ReJSON' loaded from /usr/local/lib/redis/modules//rejson.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224086908Z
1:M 20 Apr 2026 06:30:50.450 * <search> Acquired RedisJSON_V5 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224095544Z
1:M 20 Apr 2026 06:30:50.450 * Server initialized,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224103900Z
1:M 20 Apr 2026 06:30:50.450 * <search> Loading event starts,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224113522Z
1:M 20 Apr 2026 06:30:50.450 * <search> Enabled workers threadpool of size 4,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224122828Z
1:M 20 Apr 2026 06:30:50.452 * Loading RDB produced by version 8.2.1,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224130941Z
1:M 20 Apr 2026 06:30:50.452 * RDB age 2 seconds,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:55.224138472Z
Stopping Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""62b10747-5f9e-47a3-967e-c4a9cc472a78"",""replica"":""235652c9-ac03-4348-81f4-bae923d60581""}",2026-04-20T06:30:56.300269179Z
1:M 20 Apr 2026 06:30:50.452 * <search> Loading event ends,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:56.357803001Z
1:M 20 Apr 2026 06:30:50.452 * DB loaded from disk: 0.002 seconds,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:56.357810174Z
1:M 20 Apr 2026 06:30:50.452 * Ready to accept connections tcp,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T06:30:56.357817335Z
Stopping Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T10:59:20.589939645Z
1:signal-handler (1776682758) Received SIGTERM scheduling shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T10:59:26.378388756Z
1:M 20 Apr 2026 10:59:18.591 * User requested shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T10:59:26.378394903Z
1:M 20 Apr 2026 10:59:18.591 * Saving the final RDB snapshot before exiting.,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T10:59:26.378400927Z
1:M 20 Apr 2026 10:59:18.613 * DB saved on disk,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T10:59:26.378407034Z
"1:M 20 Apr 2026 10:59:18.613 # Redis is now ready to exit, bye bye...",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""4cf6fbb9-5f6e-4b38-872a-14fbc76f5cd6"",""replica"":""70778dcb-7fc8-4089-958f-d98ee9f271d8""}",2026-04-20T10:59:26.378413624Z
Mounting volume on: /var/lib/containers/railwayapp/bind-mounts/ba37a3fb-984a-4efa-9539-9f5788a16aa8/vol_kfmeeufbododrjhq,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:15.145015118Z
Starting Redis Server,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283206850Z
"1:C 20 Apr 2026 11:33:15.380 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283213131Z
1:C 20 Apr 2026 11:33:15.380 * oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283219603Z
"1:C 20 Apr 2026 11:33:15.380 * Redis version=8.2.1, bits=64, commit=00000000, modified=1, pid=1, just started",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283232100Z
1:C 20 Apr 2026 11:33:15.380 * Configuration loaded,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283239852Z
1:M 20 Apr 2026 11:33:15.381 * monotonic clock: POSIX clock_gettime,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283245742Z
"1:M 20 Apr 2026 11:33:15.383 * Running mode=standalone, port=6379.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283251114Z
1:M 20 Apr 2026 11:33:15.384 * <bf> RedisBloom version 8.2.0 (Git=unknown),info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283256738Z
1:M 20 Apr 2026 11:33:15.384 * <bf> Registering configuration options: [,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283263056Z
1:M 20 Apr 2026 11:33:15.384 * <bf> 	{ bf-error-rate       :      0.01 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283270345Z
1:M 20 Apr 2026 11:33:15.384 * <bf> 	{ bf-initial-size     :       100 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283276415Z
1:M 20 Apr 2026 11:33:15.384 * <bf> 	{ bf-expansion-factor :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283281627Z
1:M 20 Apr 2026 11:33:15.384 * <bf> 	{ cf-bucket-size      :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283286655Z
1:M 20 Apr 2026 11:33:15.384 * <bf> 	{ cf-initial-size     :      1024 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283293734Z
1:M 20 Apr 2026 11:33:15.384 * <bf> 	{ cf-max-iterations   :        20 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""a3d5fa9d-dad9-4f94-86d0-ec82cd611c63"",""replica"":""ba37a3fb-984a-4efa-9539-9f5788a16aa8""}",2026-04-20T11:33:16.283301563Z
